Flow Duration,Flow Bytes/s,Flow Packets/s,Total Fwd Packets,Fwd Packet Length Min,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Fwd Packet Length Variance,Fwd Header Length,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Total,Active Std,Idle Std,Fwd Push Flags Count,Fwd URG Flags Count,Label
29.9338781834,107.0693205995,1.1692437507,35,68,101,91.5714285714,14.9078803979,222.2448979592,0,0.8552536624,2.3064748215,29.9338781834,0.2575884117,5.0017226594,35,0,benign
30.0133130550,214.6714022602,2.3322983328,70,68,101,92.0428571429,14.6749891353,215.3553061224,0,0.4287616151,0.8220035441,30.0133130550,0.2109914268,2.0374739321,70,0,benign
29.8293190002,228.5670685256,2.5478288659,76,68,101,89.7105263158,15.6556831698,245.1004155125,0,0.3924910395,0.9837900082,29.8293190002,0.1902297021,3.0515727074,76,0,benign
29.4433209896,87.0146408044,0.9170161209,27,68,101,94.8888888889,12.8187748110,164.3209876543,0,1.0904933700,2.2741313989,29.4433209896,0.2538455582,3.6324808326,27,0,benign
29.8258800507,187.6222928039,1.9781478334,59,68,101,94.8474576271,12.8522418533,165.1801206550,0,0.5055233907,1.0462110682,29.8258800507,0.2473026770,2.1994652670,59,0,benign
29.0636470318,80.2032861688,0.9289955927,27,68,101,86.3333333333,16.3978318350,268.8888888889,0,1.0764313715,2.5037890098,29.0636470318,0.2221407000,4.3560157360,27,0,benign
29.1546010971,145.7059894543,1.5434956510,45,68,101,94.4000000000,13.2000000000,174.2400000000,0,0.6478800244,1.9892873374,29.1546010971,0.2391343738,4.9157437540,45,0,benign
29.6796729565,205.6963366461,2.2237441800,66,68,101,92.5000000000,14.4308696897,208.2500000000,0,0.4496920145,0.9198024634,29.6796729565,0.2196722169,2.0045298175,66,0,benign
0.0000000001,960000000000.0000000000,10000000000.0000000000,1,96,96,96.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1160000000000.0000000000,10000000000.0000000000,1,116,116,116.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
29.4028868675,177.8396802858,1.9385851552,57,68,101,91.7368421053,14.8282877077,219.8781163435,0,0.5158401205,1.1996901136,29.4028868675,0.2436494217,3.2797359183,57,0,benign
28.7696821690,107.8218376478,1.1470408260,33,68,101,94.0000000000,13.4907375632,182.0000000000,0,0.8718085506,2.1405887030,28.7696821690,0.2701938406,4.2195979584,33,0,benign
29.1593708992,209.2980682298,2.2291290242,65,68,101,93.8923076923,13.5659336654,184.0345562130,0,0.4486057061,0.8347908450,29.1593708992,0.2108958038,1.7542329745,65,0,benign
0.0000000001,940000000000.0000000000,10000000000.0000000000,1,94,94,94.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
29.2820980549,84.1128253646,0.9220650771,27,68,101,91.2222222222,15.0685675628,227.0617283951,0,1.0845221502,2.6229821216,29.2820980549,0.2145750896,4.6821375074,27,0,benign
28.7678170204,178.3242710547,1.9813807895,57,68,101,90.0000000000,15.5563491861,242.0000000000,0,0.5046985442,1.1673447052,28.7678170204,0.2545594612,2.3933481254,57,0,benign
28.4277670383,90.3342143101,1.0553062419,30,68,101,85.6000000000,16.4632925018,271.0400000000,0,0.9475922346,2.7532272179,28.4277670383,0.3119796068,6.7125546967,30,0,benign
29.2213177681,83.2269105487,0.9582045622,28,68,101,86.8571428571,16.3307647571,266.6938775510,0,1.0436184917,2.6793478899,29.2213177681,0.2863648131,5.4337284565,28,0,benign
0.0000000001,1350000000000.0000000000,10000000000.0000000000,1,135,135,135.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
28.7619140148,138.4469753282,1.5298008324,44,68,101,90.5000000000,15.3704261489,236.2500000000,0,0.6536798640,1.0565050128,28.7619140148,0.2552949775,1.7878455032,44,0,benign
28.7586340904,89.1558337555,0.9736206494,28,68,101,91.5714285714,14.9078803979,222.2448979592,0,1.0270940747,2.4124686839,28.7586340904,0.2970635820,4.6601861600,28,0,benign
0.0000000001,760000000000.0000000000,10000000000.0000000000,1,76,76,76.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
28.5409531593,181.9140366832,1.9270554733,55,68,101,94.4000000000,13.2000000000,174.2400000000,0,0.5189264211,1.1133862709,28.5409531593,0.2206389521,2.6109767316,55,0,benign
26.8023099899,61.6737885884,0.6715839048,18,68,101,91.8333333333,14.7808058719,218.4722222222,0,1.4890172217,3.5335493844,26.8023099899,0.1952085333,5.5176102067,18,0,benign
0.0000000001,820000000000.0000000000,10000000000.0000000000,1,82,82,82.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
28.4165239334,103.2849762651,1.1261053630,32,68,101,91.7187500000,14.8371037752,220.1396484375,0,0.8880163729,2.4369003731,28.4165239334,0.2450560120,5.4097784154,32,0,benign
28.1761021614,155.6638308193,1.7035713359,48,68,101,91.3750000000,14.9994791576,224.9843750000,0,0.5870021284,1.0029819523,28.1761021614,0.2345374494,2.0297979705,48,0,benign
27.9438500404,240.3033222080,2.6481676610,74,68,101,90.7432432432,15.2732417582,233.2719138057,0,0.3776195951,0.8252791820,27.9438500404,0.1643197644,1.7630725611,74,0,benign
0.0000000001,650000000000.0000000000,10000000000.0000000000,1,65,65,65.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1000000000000.0000000000,10000000000.0000000000,1,100,100,100.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
27.3029270172,232.2827877027,2.5272015691,69,68,101,91.9130434783,14.7409900071,217.2967863894,0,0.3956945945,0.9271534170,27.3029270172,0.1804979469,2.1583272783,69,0,benign
28.0735008717,103.3715037275,1.1398649618,32,68,101,90.6875000000,15.2959093796,233.9648437500,0,0.8772969022,2.2148937946,28.0735008717,0.2633185980,4.4380199716,32,0,benign
28.0626049042,179.2777262545,2.0311728079,57,68,101,88.2631578947,16.0651374927,258.0886426593,0,0.4923264018,1.0280364352,28.0626049042,0.2077919362,1.9914129268,57,0,benign
27.9928658009,98.8108905918,1.0717016333,30,68,101,92.2000000000,14.5931490776,212.9600000000,0,0.9330955267,1.8530241760,27.9928658009,0.2824036256,3.1600118030,30,0,benign
27.6332240105,87.9376217223,0.9770846858,27,68,101,90.0000000000,15.5563491861,242.0000000000,0,1.0234527411,2.5899766710,27.6332240105,0.2841676022,5.0513830278,27,0,benign
27.7076029778,60.8497242202,0.6496411838,18,68,101,93.6666666667,13.7194104182,188.2222222222,0,1.5393112765,3.4150993185,27.7076029778,0.2675651038,5.2114107841,18,0,benign
0.0000000001,1100000000000.0000000000,10000000000.0000000000,1,110,110,110.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1090000000000.0000000000,10000000000.0000000000,1,109,109,109.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1300000000000.0000000000,10000000000.0000000000,1,130,130,130.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
27.2760977745,216.6365602899,2.4563630969,67,68,101,88.1940298507,16.0811735723,258.6041434618,0,0.4071059369,0.7982315487,27.2760977745,0.2480847986,2.2711823853,67,0,benign
27.0479419231,89.7665340638,0.9612561308,26,68,101,93.3846153846,13.9037264597,193.3136094675,0,1.0403054586,2.3535303769,27.0479419231,0.2841865645,4.4572420112,26,0,benign
0.0000000001,900000000000.0000000000,10000000000.0000000000,1,90,90,90.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1240000000000.0000000000,10000000000.0000000000,1,124,124,124.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1420000000000.0000000000,10000000000.0000000000,1,142,142,142.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,970000000000.0000000000,10000000000.0000000000,1,97,97,97.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1460000000000.0000000000,10000000000.0000000000,1,146,146,146.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,870000000000.0000000000,10000000000.0000000000,1,87,87,87.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1260000000000.0000000000,10000000000.0000000000,1,126,126,126.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1150000000000.0000000000,10000000000.0000000000,1,115,115,115.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,720000000000.0000000000,10000000000.0000000000,1,72,72,72.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1330000000000.0000000000,10000000000.0000000000,1,133,133,133.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,780000000000.0000000000,10000000000.0000000000,1,78,78,78.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1270000000000.0000000000,10000000000.0000000000,1,127,127,127.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,640000000000.0000000000,10000000000.0000000000,1,64,64,64.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,820000000000.0000000000,10000000000.0000000000,1,82,82,82.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1060000000000.0000000000,10000000000.0000000000,1,106,106,106.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,880000000000.0000000000,10000000000.0000000000,1,88,88,88.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1350000000000.0000000000,10000000000.0000000000,1,135,135,135.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1510000000000.0000000000,10000000000.0000000000,1,151,151,151.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1520000000000.0000000000,10000000000.0000000000,1,152,152,152.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1300000000000.0000000000,10000000000.0000000000,1,130,130,130.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1350000000000.0000000000,10000000000.0000000000,1,135,135,135.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1240000000000.0000000000,10000000000.0000000000,1,124,124,124.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,700000000000.0000000000,10000000000.0000000000,1,70,70,70.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,960000000000.0000000000,10000000000.0000000000,1,96,96,96.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,980000000000.0000000000,10000000000.0000000000,1,98,98,98.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,930000000000.0000000000,10000000000.0000000000,1,93,93,93.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1080000000000.0000000000,10000000000.0000000000,1,108,108,108.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1340000000000.0000000000,10000000000.0000000000,1,134,134,134.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,860000000000.0000000000,10000000000.0000000000,1,86,86,86.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1260000000000.0000000000,10000000000.0000000000,1,126,126,126.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1390000000000.0000000000,10000000000.0000000000,1,139,139,139.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1040000000000.0000000000,10000000000.0000000000,1,104,104,104.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,820000000000.0000000000,10000000000.0000000000,1,82,82,82.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1280000000000.0000000000,10000000000.0000000000,1,128,128,128.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,660000000000.0000000000,10000000000.0000000000,1,66,66,66.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1530000000000.0000000000,10000000000.0000000000,1,153,153,153.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
17.5900840759,201.1928984946,2.1034578255,37,68,101,95.6486486486,12.1637836757,147.9576333090,0,0.4754076777,0.5153876031,17.5900840759,0.2484342220,0.5640222430,37,0,benign
16.6622288227,170.0852887183,1.8604953953,31,68,101,91.4193548387,14.9790696846,224.3725286160,0,0.5374912523,0.5109702051,16.6622288227,0.2886218610,0.3511607001,31,0,benign
17.2265670300,205.6706942155,2.2639449829,39,68,101,90.8461538462,15.2307692308,231.9763313609,0,0.4417068469,0.5155363006,17.2265670300,0.2591754271,0.6382022211,39,0,benign
17.3284850121,142.0204939028,1.5004196837,26,68,101,94.6538461538,13.0057452029,169.1494082840,0,0.6664801928,0.6998756738,17.3284850121,0.2144925766,0.5873130452,26,0,benign
17.7660379410,180.5129545853,2.0263381244,36,68,101,89.0833333333,15.8506484270,251.2430555556,0,0.4935010539,0.3770763939,17.7660379410,0.2535413488,0.2351519333,36,0,benign
15.1884150505,199.8891911963,2.1727086000,33,68,101,92.0000000000,14.6969384567,216.0000000000,0,0.4602550015,0.5365254824,15.1884150505,0.2339826834,0.5153728499,33,0,benign
0.0000000001,1080000000000.0000000000,10000000000.0000000000,1,108,108,108.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
17.8277280331,162.8923211423,1.8510491039,33,68,101,88.0000000000,16.1245154966,260.0000000000,0,0.5402341828,0.5948839531,17.8277280331,0.2617611370,0.5205327147,33,0,benign
16.7608079910,191.2198983316,2.0882048180,35,68,101,91.5714285714,14.9078803979,222.2448979592,0,0.4788802283,0.4774761539,16.7608079910,0.2576404294,0.4497953795,35,0,benign
16.8167128563,164.7170896995,1.9028689063,32,68,101,86.5625000000,16.3705862372,267.9960937500,0,0.5255222768,0.4561772207,16.8167128563,0.2472281402,0.2367663951,32,0,benign
17.2152340412,166.6547194846,1.8588187604,32,68,101,89.6562500000,15.6736430334,245.6630859375,0,0.5379760638,0.4379403577,17.2152340412,0.2705739513,0.3625980309,32,0,benign
17.1567659378,114.2406446008,1.3405789928,23,68,101,85.2173913043,16.4843971596,271.7353497164,0,0.7459463451,0.7587229164,17.1567659378,0.2576564698,0.7437435708,23,0,benign
16.7649369240,116.7913729040,1.3122626169,22,68,101,89.0000000000,15.8745078664,252.0000000000,0,0.7620425875,0.8470951045,16.7649369240,0.2654785505,0.9519059073,22,0,benign
9.7118752003,260.6087854104,2.8830683491,28,68,101,90.3928571429,15.4118212647,237.5242346939,0,0.3468526857,0.3786500698,9.7118752003,0.2907292956,0.0000000000,28,0,benign
0.0000000001,800000000000.0000000000,10000000000.0000000000,1,80,80,80.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1350000000000.0000000000,10000000000.0000000000,1,135,135,135.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1130000000000.0000000000,10000000000.0000000000,1,113,113,113.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1100000000000.0000000000,10000000000.0000000000,1,110,110,110.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1210000000000.0000000000,10000000000.0000000000,1,121,121,121.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,770000000000.0000000000,10000000000.0000000000,1,77,77,77.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1520000000000.0000000000,10000000000.0000000000,1,152,152,152.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,650000000000.0000000000,10000000000.0000000000,1,65,65,65.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
15.3038620949,204.9809375275,2.2216614204,34,68,101,92.2647058824,14.5588235294,211.9593425606,0,0.4501135910,0.3779113730,15.3038620949,0.2770655120,0.1865810156,34,0,benign
15.6317000389,157.6923811143,1.7912319153,28,68,101,88.0357142857,16.1167218903,259.7487244898,0,0.5582750014,0.7425096708,15.6317000389,0.2661140370,0.9546456363,28,0,benign
0.0000000001,870000000000.0000000000,10000000000.0000000000,1,87,87,87.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
14.3631198406,208.7986477366,2.1583054618,31,68,101,96.7419354839,11.0627761258,122.3850156087,0,0.4633264465,0.4279272669,14.3631198406,0.2846896926,0.1342940388,31,0,benign
0.0000000001,860000000000.0000000000,10000000000.0000000000,1,86,86,86.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1370000000000.0000000000,10000000000.0000000000,1,137,137,137.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1380000000000.0000000000,10000000000.0000000000,1,138,138,138.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,760000000000.0000000000,10000000000.0000000000,1,76,76,76.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,870000000000.0000000000,10000000000.0000000000,1,87,87,87.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,900000000000.0000000000,10000000000.0000000000,1,90,90,90.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
13.8386790752,148.7858768026,1.6620083373,23,68,101,89.5217391304,15.7172559980,247.0321361059,0,0.6016816989,0.6761576740,13.8386790752,0.2821516243,0.7781911908,23,0,benign
0.0000000001,840000000000.0000000000,10000000000.0000000000,1,84,84,84.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,720000000000.0000000000,10000000000.0000000000,1,72,72,72.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,750000000000.0000000000,10000000000.0000000000,1,75,75,75.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1010000000000.0000000000,10000000000.0000000000,1,101,101,101.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1480000000000.0000000000,10000000000.0000000000,1,148,148,148.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1130000000000.0000000000,10000000000.0000000000,1,113,113,113.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1270000000000.0000000000,10000000000.0000000000,1,127,127,127.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,830000000000.0000000000,10000000000.0000000000,1,83,83,83.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,790000000000.0000000000,10000000000.0000000000,1,79,79,79.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1300000000000.0000000000,10000000000.0000000000,1,130,130,130.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,800000000000.0000000000,10000000000.0000000000,1,80,80,80.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,800000000000.0000000000,10000000000.0000000000,1,80,80,80.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1250000000000.0000000000,10000000000.0000000000,1,125,125,125.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,740000000000.0000000000,10000000000.0000000000,1,74,74,74.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,710000000000.0000000000,10000000000.0000000000,1,71,71,71.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,780000000000.0000000000,10000000000.0000000000,1,78,78,78.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1300000000000.0000000000,10000000000.0000000000,1,130,130,130.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1290000000000.0000000000,10000000000.0000000000,1,129,129,129.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,880000000000.0000000000,10000000000.0000000000,1,88,88,88.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1200000000000.0000000000,10000000000.0000000000,1,120,120,120.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1510000000000.0000000000,10000000000.0000000000,1,151,151,151.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,980000000000.0000000000,10000000000.0000000000,1,98,98,98.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,880000000000.0000000000,10000000000.0000000000,1,88,88,88.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,700000000000.0000000000,10000000000.0000000000,1,70,70,70.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,830000000000.0000000000,10000000000.0000000000,1,83,83,83.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1310000000000.0000000000,10000000000.0000000000,1,131,131,131.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,820000000000.0000000000,10000000000.0000000000,1,82,82,82.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,870000000000.0000000000,10000000000.0000000000,1,87,87,87.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,650000000000.0000000000,10000000000.0000000000,1,65,65,65.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1510000000000.0000000000,10000000000.0000000000,1,151,151,151.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1190000000000.0000000000,10000000000.0000000000,1,119,119,119.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1300000000000.0000000000,10000000000.0000000000,1,130,130,130.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
0.0000000001,1250000000000.0000000000,10000000000.0000000000,1,125,125,125.0000000000,0.0000000000,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,attack
